f0,f1,f2,f3,f4,f5,target
0.1713682811899705,0.2088635950047554,-1.9596701238797756,0.7384665799954104,0.19686123586912352,-1.3281860488984305,-228.92921091161847
-0.31026675659345604,0.8254163489880298,0.8135096360006385,0.6819529712949639,0.02100384163275905,1.305478807154329,259.17445084498445
0.42359906559346105,-0.643549832317462,1.0299608175811612,-0.955122579349353,-0.4036484632419967,-0.33477533210654087,-30.153154851537003
1.1484457091967548,-0.18047991359062565,3.193107567844861,-0.4263575962055433,-0.7517910500951843,0.29875290836568624,226.31432709658284
-0.6810516574748808,-0.6763923020592697,1.8009404329108156,0.12810441491078928,-1.4307751021180481,-0.04015795064434341,79.53412308087609
-0.7928728322623442,-0.06267909727317188,0.9551423205012383,-0.5302576183724408,0.5040465155178444,-0.9857260463355437,-45.62816769792833
-0.7001208149391732,-0.44643361455052827,0.19408999289830758,0.132969674146876,-1.0265152994110602,1.073631749859772,82.36744170470875
-0.2813275571182134,-0.021367294348436157,-0.7472116791478234,0.7368438970924334,0.8840453963610497,-2.4242402602729416,-273.5796800528298
-0.08912003951278841,-1.7033824393551547,-0.05554769889661878,-2.0674421000398766,-0.03269474809409311,0.3840654489393073,-116.24244943345876
-1.485560373036972,-0.18687164416135904,-0.4397310582741749,1.0318445394686349,0.19655477651157463,1.4469778843537329,115.12945771473558
-0.2595466775839172,0.33198033056901455,0.1904996797790664,0.5131057981760827,-0.43548637056984335,0.7094518171390395,96.36626293310756
1.7958776730955217,-0.5522230442809712,0.6329318177555108,1.5475052013300616,-1.515744114997232,0.2029230208512997,58.288772101545966
-0.3345012358409484,-0.7925207384327007,-0.11473644146689901,-1.2002964070557762,0.8657551941701215,0.5049872789804571,-3.906520172351158
0.543360192379935,0.5009171876243808,-0.977555244798551,-1.6694052811213718,0.751387123371789,0.09933230542922587,-82.36643390475247
0.37405656984757213,0.2337859117907477,-1.5558956462036273,-1.9937356425714554,0.8335289616089246,0.33088023221445706,-113.88088085432018
-0.978372777615032,0.01843393306539316,0.34758170536167105,0.19584525509768155,-0.7783047254023127,-0.5397596803093615,-30.8816222034066
0.9755451271223592,1.030999522495951,0.9312801191161986,0.33126343140356396,-0.3092123758512146,-0.8392175232226385,33.08252427855441
-1.1065259087416703,-0.23093453020867796,0.6962063648134184,-0.26888869055483056,1.1265650295477574,1.8489560949453452,230.82226056740245
1.3641404299738442,-1.5929937335316693,0.440474737960399,0.22391413406466143,0.5524899544171478,-0.019637798926681216,-36.03723138512834
-0.18398333635267913,0.3078017688920592,-1.7101683926566256,0.17086543812794186,0.743264094022715,-1.348185422105713,-227.18352052903796
0.21915032766393897,-1.3598561409799192,0.7462535660272207,-0.30777823495300083,2.16325472330546,0.6454841811410754,78.1738861286268
-0.05429486651781221,-0.2595913513636048,-1.5031429531181062,-2.6968866429415717,-0.2727235697476705,-0.24574306408594432,-201.7740468588991
-1.4066610968482223,0.517659020469123,-0.7257438131534656,-0.6115178029919482,-0.7553829323533225,0.18676676447707832,-34.60432061619278
-0.933267959073196,0.11958036841415326,-0.9730689408815555,-0.02730453950993186,-0.15852957302697002,1.1965715016644913,45.267275402305344
-1.3801014582148914,-0.26940683444455776,0.7175422557959623,1.6286155455712918,0.07409478041977519,1.502357052096028,231.5997986933086
-0.1903386780836082,0.0773683076476183,-0.8612842013282637,-1.0372461543264564,0.5389100436846587,1.5231240772696573,72.39455783946238
0.9725544496267299,-0.6269670577877674,1.8124485579969287,0.632407739055521,-0.5624667758942676,0.7077519354554754,178.62444323920795
